Date,Account_ID,Account_Name,Order_ID,Revenue,Commission/Profit,Status,Quantity,Target_Revenue
2023-01-26,1002,Beta GmbH,50044,0.0,0.0,cancelled,3,1794.37
2023-01-26,1003,Gamma GmbH,50045,0.0,0.0,cancelled,4,1229.8
2023-01-26,1003,Gamma GmbH,50046,1919.96,335.43,shipped,5,1879.77
2023-01-27,1003,Gamma GmbH,50047,970.79,169.21,shipped,3,1016.98
2023-01-27,1003,Gamma GmbH,50048,0.0,0.0,cancelled,2,1914.79
2023-01-28,1003,Gamma GmbH,50049,0.0,0.0,cancelled,2,1104.01
2023-01-29,1003,Gamma GmbH,50050,0.0,0.0,cancelled,3,1061.24
2023-01-29,1002,Beta GmbH,50051,0.0,0.0,cancelled,1,1461.53
2023-01-30,1003,Gamma GmbH,50052,0.0,0.0,cancelled,5,1038.11
2023-01-30,1001,Alpha GmbH,50053,0.0,0.0,cancelled,5,1443.54
2023-01-31,1001,Alpha GmbH,50054,1676.39,262.09,shipped,1,1729.58
2023-01-31,1002,Beta GmbH,50055,0.0,0.0,cancelled,4,1696.78
2023-02-01,1001,Alpha GmbH,50056,1084.87,197.92,shipped,2,1108.55
2023-02-01,1003,Gamma GmbH,50057,1715.88,223.34,shipped,5,1884.66
2023-02-02,1002,Beta GmbH,50058,1684.72,191.75,shipped,1,1764.09
2023-02-03,1002,Beta GmbH,50059,1561.67,156.71,shipped,4,1655.65
2023-02-04,1001,Alpha GmbH,50060,1356.84,253.05,shipped,4,1330.36
2023-02-05,1001,Alpha GmbH,50061,0.0,0.0,cancelled,1,1644.38
2023-02-06,1002,Beta GmbH,50062,0.0,0.0,cancelled,2,1597.36
2023-02-06,1003,Gamma GmbH,50063,0.0,0.0,cancelled,3,1414.84
2023-02-06,1003,Gamma GmbH,50064,1271.25,202.38,shipped,1,1315.82
2023-02-07,1001,Alpha GmbH,50065,0.0,0.0,cancelled,4,937.86
2023-02-07,1003,Gamma GmbH,50066,1551.05,303.11,shipped,1,1457.15
2023-02-07,1003,Gamma GmbH,50067,1224.48,162.29,shipped,3,1205.29
2023-02-08,1001,Alpha GmbH,50068,1058.24,190.21,shipped,3,1058.35
2023-02-08,1001,Alpha GmbH,50069,1222.95,234.44,shipped,4,1127.94
2023-02-08,1002,Beta GmbH,50070,1063.34,169.77,shipped,5,1027.47
2023-02-09,1002,Beta GmbH,50071,1971.62,253.79,shipped,3,1945.19
2023-02-10,1001,Alpha GmbH,50072,0.0,0.0,cancelled,4,1736.34
2023-02-11,1001,Alpha GmbH,50073,0.0,0.0,cancelled,4,914.22
2023-02-11,1002,Beta GmbH,50074,1861.82,188.39,shipped,4,1800.99
2023-02-12,1003,Gamma GmbH,50075,0.0,0.0,cancelled,1,1906.71
2023-02-13,1001,Alpha GmbH,50076,506.92,99.97,shipped,5,501.54
2023-02-13,1001,Alpha GmbH,50077,0.0,0.0,cancelled,3,623.5
2023-02-13,1002,Beta GmbH,50078,1979.99,263.27,shipped,1,1879.78
2023-02-14,1002,Beta GmbH,50079,0.0,0.0,cancelled,4,1745.53
2023-02-14,1001,Alpha GmbH,50080,0.0,0.0,cancelled,5,665.0
2023-02-14,1001,Alpha GmbH,50081,674.79,106.38,shipped,3,729.23
2023-02-15,1003,Gamma GmbH,50082,0.0,0.0,cancelled,2,536.36
2023-02-16,1001,Alpha GmbH,50083,0.0,0.0,cancelled,3,1076.52
2023-02-16,1001,Alpha GmbH,50084,0.0,0.0,cancelled,4,883.26
2023-02-17,1001,Alpha GmbH,50085,0.0,0.0,cancelled,1,1553.43
2023-02-18,1001,Alpha GmbH,50086,1777.66,235.21,shipped,4,1866.19
2023-02-18,1003,Gamma GmbH,50087,975.13,131.15,shipped,4,970.83
2023-02-19,1001,Alpha GmbH,50088,0.0,0.0,cancelled,3,695.35
2023-02-20,1002,Beta GmbH,50089,580.77,95.38,shipped,1,636.0
2023-02-20,1003,Gamma GmbH,50090,889.53,140.83,shipped,5,949.19
2023-02-21,1002,Beta GmbH,50091,1087.61,163.83,shipped,3,1174.9
2023-02-22,1002,Beta GmbH,50092,1945.21,297.59,shipped,3,1781.04
2023-02-23,1002,Beta GmbH,50093,0.0,0.0,cancelled,3,979.05
2023-02-23,1001,Alpha GmbH,50094,0.0,0.0,cancelled,5,1749.04
2023-02-24,1001,Alpha GmbH,50095,1084.04,196.34,shipped,4,1062.91
2023-02-24,1001,Alpha GmbH,50096,0.0,0.0,cancelled,2,1294.66
2023-02-25,1003,Gamma GmbH,50097,673.46,122.8,shipped,3,660.51
2023-02-26,1001,Alpha GmbH,50098,0.0,0.0,cancelled,2,1084.71
2023-02-26,1001,Alpha GmbH,50099,0.0,0.0,cancelled,3,1846.19
2023-02-27,1001,Alpha GmbH,50100,1180.78,163.63,shipped,4,1149.69
2023-02-27,1002,Beta GmbH,50101,0.0,0.0,cancelled,1,1263.38
2023-02-27,1003,Gamma GmbH,50102,0.0,0.0,cancelled,1,1428.39
2023-02-28,1003,Gamma GmbH,50103,0.0,0.0,cancelled,5,691.18
2023-03-01,1001,Alpha GmbH,50104,1632.22,278.32,shipped,1,1634.44
2023-03-01,1003,Gamma GmbH,50105,0.0,0.0,cancelled,2,1246.35
2023-03-01,1001,Alpha GmbH,50106,1053.62,167.95,shipped,1,1155.07
2023-03-02,1003,Gamma GmbH,50107,1191.35,209.04,shipped,3,1161.15
2023-03-02,1003,Gamma GmbH,50108,836.61,106.99,shipped,5,868.07
2023-03-02,1003,Gamma GmbH,50109,615.17,62.48,shipped,1,661.3
2023-03-03,1001,Alpha GmbH,50110,1202.33,188.28,shipped,5,1163.32
2023-03-03,1001,Alpha GmbH,50111,1188.25,229.06,shipped,4,1155.68
2023-03-04,1001,Alpha GmbH,50112,1269.29,154.29,shipped,1,1238.97
2023-03-04,1001,Alpha GmbH,50113,0.0,0.0,cancelled,1,1033.17
2023-03-04,1002,Beta GmbH,50114,0.0,0.0,cancelled,4,803.59
2023-03-05,1003,Gamma GmbH,50115,0.0,0.0,cancelled,4,736.71
2023-03-05,1001,Alpha GmbH,50116,0.0,0.0,cancelled,1,1166.74
2023-03-06,1002,Beta GmbH,50117,0.0,0.0,cancelled,4,1102.39
2023-03-06,1001,Alpha GmbH,50118,486.4,65.9,shipped,1,528.92
2023-03-07,1001,Alpha GmbH,50119,0.0,0.0,cancelled,2,1283.87
2023-03-08,1003,Gamma GmbH,50120,632.59,77.82,shipped,5,578.97
2023-03-08,1003,Gamma GmbH,50121,0.0,0.0,cancelled,5,853.2
2023-03-08,1002,Beta GmbH,50122,1315.93,142.89,shipped,3,1265.33
2023-03-09,1002,Beta GmbH,50123,0.0,0.0,cancelled,4,1181.34
2023-03-10,1001,Alpha GmbH,50124,0.0,0.0,cancelled,1,1128.49
2023-03-11,1001,Alpha GmbH,50125,1427.09,164.65,shipped,3,1575.29
2023-03-12,1002,Beta GmbH,50126,0.0,0.0,cancelled,1,1308.94
2023-03-12,1002,Beta GmbH,50127,1456.18,235.7,shipped,3,1357.37
2023-03-13,1003,Gamma GmbH,50128,0.0,0.0,cancelled,5,1357.69
2023-03-13,1003,Gamma GmbH,50129,1227.46,242.59,shipped,2,1350.02
2023-03-13,1003,Gamma GmbH,50130,1804.46,269.46,shipped,1,1858.05
2023-03-14,1001,Alpha GmbH,50131,1845.32,363.57,shipped,1,1860.9
2023-03-14,1003,Gamma GmbH,50132,0.0,0.0,cancelled,4,1267.79
2023-03-14,1003,Gamma GmbH,50133,1518.58,214.21,shipped,4,1658.21
2023-03-15,1001,Alpha GmbH,50134,0.0,0.0,cancelled,5,616.25
2023-03-15,1003,Gamma GmbH,50135,1274.03,213.06,shipped,5,1185.91
2023-03-15,1003,Gamma GmbH,50136,587.82,78.07,shipped,4,629.09
2023-03-16,1001,Alpha GmbH,50137,640.2,69.49,shipped,1,602.06
2023-03-17,1003,Gamma GmbH,50138,0.0,0.0,cancelled,1,1763.86
2023-03-17,1001,Alpha GmbH,50139,1163.82,170.59,shipped,2,1131.31
2023-03-18,1001,Alpha GmbH,50140,1083.83,208.8,shipped,4,1082.75
2023-03-18,1003,Gamma GmbH,50141,694.2,99.9,shipped,3,637.19
2023-03-19,1003,Gamma GmbH,50142,0.0,0.0,cancelled,1,1687.96
2023-03-19,1003,Gamma GmbH,50143,0.0,0.0,cancelled,4,1090.28
2023-03-19,1001,Alpha GmbH,50144,0.0,0.0,cancelled,5,948.88
2023-03-20,1001,Alpha GmbH,50145,0.0,0.0,cancelled,5,952.92
2023-03-20,1003,Gamma GmbH,50146,0.0,0.0,cancelled,4,1764.1
2023-03-20,1001,Alpha GmbH,50147,916.11,98.39,shipped,1,834.07
2023-03-21,1003,Gamma GmbH,50148,0.0,0.0,cancelled,2,774.8
2023-03-21,1001,Alpha GmbH,50149,0.0,0.0,cancelled,2,1310.37
2023-03-21,1003,Gamma GmbH,50150,0.0,0.0,cancelled,2,1172.88
2023-03-22,1001,Alpha GmbH,50151,1392.12,250.85,shipped,4,1425.27
2023-03-22,1002,Beta GmbH,50152,628.83,73.17,shipped,2,605.31
2023-03-22,1003,Gamma GmbH,50153,0.0,0.0,cancelled,3,1612.22
2023-03-23,1001,Alpha GmbH,50154,0.0,0.0,cancelled,3,849.13
2023-03-23,1001,Alpha GmbH,50155,0.0,0.0,cancelled,1,1291.1
2023-03-23,1002,Beta GmbH,50156,963.99,113.41,shipped,1,916.82
2023-03-24,1003,Gamma GmbH,50157,0.0,0.0,cancelled,2,562.13
2023-03-25,1003,Gamma GmbH,50158,1080.96,124.89,shipped,1,1033.22
2023-03-25,1002,Beta GmbH,50159,0.0,0.0,cancelled,4,1896.84
2023-03-25,1001,Alpha GmbH,50160,0.0,0.0,cancelled,5,1338.58
2023-03-26,1001,Alpha GmbH,50161,0.0,0.0,cancelled,3,1218.41
2023-03-26,1003,Gamma GmbH,50162,704.22,134.97,shipped,1,771.77
2023-03-26,1001,Alpha GmbH,50163,1093.76,197.15,shipped,4,1094.29
2023-03-27,1001,Alpha GmbH,50164,0.0,0.0,cancelled,3,980.64
2023-03-28,1003,Gamma GmbH,50165,1250.59,224.73,shipped,5,1200.06
2023-03-29,1002,Beta GmbH,50166,0.0,0.0,cancelled,4,1397.71
2023-03-29,1003,Gamma GmbH,50167,0.0,0.0,cancelled,4,1341.95
2023-03-29,1003,Gamma GmbH,50168,0.0,0.0,cancelled,1,1900.53
2023-03-30,1001,Alpha GmbH,50169,1135.46,144.76,shipped,2,1203.28
2023-03-31,1003,Gamma GmbH,50170,0.0,0.0,cancelled,1,531.3
2023-03-31,1001,Alpha GmbH,50171,0.0,0.0,cancelled,3,1657.03
2023-04-01,1001,Alpha GmbH,50172,914.38,125.53,shipped,3,867.87
2023-04-01,1002,Beta GmbH,50173,0.0,0.0,cancelled,5,824.79
2023-04-01,1001,Alpha GmbH,50174,0.0,0.0,cancelled,3,1404.73
2023-04-02,1002,Beta GmbH,50175,568.06,86.14,shipped,4,604.34
2023-04-03,1003,Gamma GmbH,50176,0.0,0.0,cancelled,3,1600.39
2023-04-04,1002,Beta GmbH,50177,659.66,112.88,shipped,3,606.1
2023-04-05,1002,Beta GmbH,50178,0.0,0.0,cancelled,1,625.47
2023-04-05,1001,Alpha GmbH,50179,0.0,0.0,cancelled,4,519.67
2023-04-06,1002,Beta GmbH,50180,0.0,0.0,cancelled,3,996.67
2023-04-07,1003,Gamma GmbH,50181,0.0,0.0,cancelled,2,954.12
2023-04-07,1001,Alpha GmbH,50182,1724.01,173.15,shipped,4,1762.32
2023-04-08,1003,Gamma GmbH,50183,1269.09,252.86,shipped,5,1265.28
2023-04-09,1003,Gamma GmbH,50184,0.0,0.0,cancelled,5,1847.33
2023-04-09,1001,Alpha GmbH,50185,738.29,119.78,shipped,3,674.86
2023-04-10,1002,Beta GmbH,50186,0.0,0.0,cancelled,3,642.5
2023-04-10,1003,Gamma GmbH,50187,1580.31,263.42,shipped,1,1720.11
2023-04-11,1002,Beta GmbH,50188,0.0,0.0,cancelled,2,620.09
2023-04-11,1003,Gamma GmbH,50189,981.78,144.02,shipped,3,897.13
2023-04-11,1003,Gamma GmbH,50190,0.0,0.0,cancelled,3,1244.15
2023-04-12,1001,Alpha GmbH,50191,0.0,0.0,cancelled,3,770.18
2023-04-12,1001,Alpha GmbH,50192,0.0,0.0,cancelled,5,1927.1
2023-04-12,1002,Beta GmbH,50193,0.0,0.0,cancelled,3,923.78
2023-04-13,1003,Gamma GmbH,50194,649.98,89.59,shipped,4,688.62
2023-04-13,1003,Gamma GmbH,50195,0.0,0.0,cancelled,2,1172.88
2023-04-13,1002,Beta GmbH,50196,0.0,0.0,cancelled,2,872.33
2023-04-14,1003,Gamma GmbH,50197,0.0,0.0,cancelled,2,1481.41
2023-04-14,1001,Alpha GmbH,50198,559.13,99.42,shipped,1,534.43
2023-04-15,1003,Gamma GmbH,50199,1198.46,127.64,shipped,2,1172.86
2023-04-16,1001,Alpha GmbH,50200,0.0,0.0,cancelled,5,1843.55
2023-04-16,1002,Beta GmbH,50201,1917.55,306.03,shipped,5,1902.65
2023-04-16,1001,Alpha GmbH,50202,825.44,163.02,shipped,5,756.18
2023-04-17,1002,Beta GmbH,50203,0.0,0.0,cancelled,5,1039.42
2023-04-18,1002,Beta GmbH,50204,0.0,0.0,cancelled,5,757.71
2023-04-18,1002,Beta GmbH,50205,991.76,188.4,shipped,1,1000.71
2023-04-19,1002,Beta GmbH,50206,608.84,87.57,shipped,4,626.91
2023-04-20,1001,Alpha GmbH,50207,663.94,113.72,shipped,2,709.21
2023-04-20,1003,Gamma GmbH,50208,0.0,0.0,cancelled,4,1453.75
2023-04-21,1001,Alpha GmbH,50209,846.79,118.89,shipped,1,835.78
2023-04-21,1003,Gamma GmbH,50210,1057.9,134.65,shipped,3,991.27
2023-04-21,1002,Beta GmbH,50211,0.0,0.0,cancelled,3,1561.16
2023-04-22,1003,Gamma GmbH,50212,0.0,0.0,cancelled,5,573.62
2023-04-23,1003,Gamma GmbH,50213,0.0,0.0,cancelled,4,610.14
2023-04-24,1001,Alpha GmbH,50214,1995.2,327.63,shipped,5,1935.01
2023-04-25,1001,Alpha GmbH,50215,0.0,0.0,cancelled,2,1188.66
2023-04-26,1002,Beta GmbH,50216,804.74,143.06,shipped,2,855.97
2023-04-26,1003,Gamma GmbH,50217,0.0,0.0,cancelled,4,1166.21
2023-04-27,1001,Alpha GmbH,50218,752.76,77.19,shipped,5,701.06
2023-04-27,1002,Beta GmbH,50219,0.0,0.0,cancelled,5,1049.15
2023-04-27,1001,Alpha GmbH,50220,0.0,0.0,cancelled,4,739.45
2023-04-28,1001,Alpha GmbH,50221,0.0,0.0,cancelled,3,1346.1
2023-04-29,1002,Beta GmbH,50222,0.0,0.0,cancelled,2,923.1
2023-04-29,1002,Beta GmbH,50223,1643.44,324.51,shipped,2,1614.66
2023-04-30,1002,Beta GmbH,50224,0.0,0.0,cancelled,2,1631.17
2023-04-30,1001,Alpha GmbH,50225,496.87,62.64,shipped,5,549.89
2023-04-30,1003,Gamma GmbH,50226,1067.37,148.82,shipped,3,1001.83
2023-05-01,1003,Gamma GmbH,50227,0.0,0.0,cancelled,5,1930.92
2023-05-01,1002,Beta GmbH,50228,569.28,94.73,shipped,1,523.64
2023-05-02,1002,Beta GmbH,50229,0.0,0.0,cancelled,5,1191.03
2023-05-02,1003,Gamma GmbH,50230,0.0,0.0,cancelled,1,571.08
2023-05-03,1003,Gamma GmbH,50231,0.0,0.0,cancelled,1,577.77
2023-05-03,1002,Beta GmbH,50232,543.55,55.42,shipped,3,519.4
2023-05-03,1003,Gamma GmbH,50233,1542.14,214.81,shipped,4,1628.4
2023-05-04,1003,Gamma GmbH,50234,0.0,0.0,cancelled,2,1410.96
2023-05-04,1001,Alpha GmbH,50235,1476.15,163.27,shipped,2,1487.64
2023-05-05,1001,Alpha GmbH,50236,1139.55,127.58,shipped,4,1043.99
2023-05-06,1001,Alpha GmbH,50237,0.0,0.0,cancelled,2,1577.86
2023-05-06,1003,Gamma GmbH,50238,1623.03,166.88,shipped,4,1514.77
2023-05-07,1002,Beta GmbH,50239,1919.19,256.64,shipped,5,1924.83
2023-05-08,1001,Alpha GmbH,50240,1528.92,246.81,shipped,2,1560.05
2023-05-08,1002,Beta GmbH,50241,671.16,68.14,shipped,1,693.08
2023-05-08,1003,Gamma GmbH,50242,963.15,153.12,shipped,5,1017.78
2023-05-09,1001,Alpha GmbH,50243,825.61,128.75,shipped,4,915.43
2023-05-09,1001,Alpha GmbH,50244,0.0,0.0,cancelled,4,1022.44
2023-05-09,1003,Gamma GmbH,50245,0.0,0.0,cancelled,3,1047.81
2023-05-10,1003,Gamma GmbH,50246,607.19,114.46,shipped,3,589.55
2023-05-11,1001,Alpha GmbH,50247,0.0,0.0,cancelled,1,1991.41
2023-05-12,1002,Beta GmbH,50248,1522.36,291.26,shipped,3,1492.29
2023-05-12,1003,Gamma GmbH,50249,0.0,0.0,cancelled,4,973.91
2023-05-12,1002,Beta GmbH,50250,1985.22,229.72,shipped,2,1924.48
2023-05-13,1001,Alpha GmbH,50251,1812.77,313.83,shipped,3,1918.81
2023-05-13,1002,Beta GmbH,50252,0.0,0.0,cancelled,4,1079.17
2023-05-13,1003,Gamma GmbH,50253,0.0,0.0,cancelled,2,1943.39
2023-05-14,1001,Alpha GmbH,50254,0.0,0.0,cancelled,1,1332.83
2023-05-14,1002,Beta GmbH,50255,0.0,0.0,cancelled,5,1825.36
2023-05-14,1003,Gamma GmbH,50256,0.0,0.0,cancelled,4,1269.11
2023-05-15,1003,Gamma GmbH,50257,0.0,0.0,cancelled,5,1021.68
2023-05-15,1002,Beta GmbH,50258,1048.71,151.04,shipped,5,1017.37
2023-05-15,1003,Gamma GmbH,50259,1344.44,267.92,shipped,3,1284.48
2023-05-16,1001,Alpha GmbH,50260,0.0,0.0,cancelled,4,1850.51
2023-05-17,1002,Beta GmbH,50261,1458.03,162.33,shipped,2,1572.62
2023-05-17,1001,Alpha GmbH,50262,1510.24,159.02,shipped,5,1509.19
2023-05-18,1001,Alpha GmbH,50263,1892.01,305.56,shipped,2,1884.26
2023-05-18,1002,Beta GmbH,50264,0.0,0.0,cancelled,5,1475.95
2023-05-19,1002,Beta GmbH,50265,1382.18,223.42,shipped,5,1260.1
2023-05-19,1003,Gamma GmbH,50266,0.0,0.0,cancelled,1,794.66
2023-05-20,1003,Gamma GmbH,50267,655.47,130.77,shipped,1,675.24
2023-05-21,1003,Gamma GmbH,50268,0.0,0.0,cancelled,2,1273.61
2023-05-22,1001,Alpha GmbH,50269,0.0,0.0,cancelled,5,1361.33
2023-05-22,1001,Alpha GmbH,50270,1989.01,226.35,shipped,5,1890.24
2023-05-23,1003,Gamma GmbH,50271,1875.85,207.38,shipped,1,1937.25
2023-05-23,1001,Alpha GmbH,50272,0.0,0.0,cancelled,1,748.81
2023-05-23,1002,Beta GmbH,50273,535.27,63.95,shipped,2,515.4
2023-05-24,1001,Alpha GmbH,50274,867.56,144.31,shipped,3,836.74
2023-05-24,1001,Alpha GmbH,50275,0.0,0.0,cancelled,2,1451.9
2023-05-25,1003,Gamma GmbH,50276,805.51,143.22,shipped,4,755.04
2023-05-26,1001,Alpha GmbH,50277,1319.81,150.72,shipped,5,1211.78
2023-05-26,1002,Beta GmbH,50278,0.0,0.0,cancelled,4,1264.19
2023-05-27,1003,Gamma GmbH,50279,755.74,127.86,shipped,4,795.71
2023-05-27,1001,Alpha GmbH,50280,1488.14,153.46,shipped,1,1402.52
2023-05-27,1003,Gamma GmbH,50281,0.0,0.0,cancelled,4,770.8
2023-05-28,1003,Gamma GmbH,50282,0.0,0.0,cancelled,4,1835.64
2023-05-28,1002,Beta GmbH,50283,1601.63,200.69,shipped,5,1513.51
2023-05-28,1003,Gamma GmbH,50284,1032.49,159.87,shipped,3,989.34
2023-05-29,1002,Beta GmbH,50285,0.0,0.0,cancelled,1,1294.5
2023-05-30,1003,Gamma GmbH,50286,1648.3,169.4,shipped,3,1715.4
2023-05-30,1003,Gamma GmbH,50287,851.86,145.74,shipped,5,868.26
2023-05-31,1003,Gamma GmbH,50288,950.28,117.69,shipped,2,986.97
2023-06-01,1001,Alpha GmbH,50289,0.0,0.0,cancelled,1,1621.9
2023-06-01,1001,Alpha GmbH,50290,0.0,0.0,cancelled,3,802.87
2023-06-02,1003,Gamma GmbH,50291,0.0,0.0,cancelled,4,740.28
2023-06-03,1001,Alpha GmbH,50292,0.0,0.0,cancelled,3,1105.12
2023-06-04,1003,Gamma GmbH,50293,1004.74,114.85,shipped,1,1067.89
2023-06-04,1001,Alpha GmbH,50294,0.0,0.0,cancelled,4,1481.06
2023-06-05,1003,Gamma GmbH,50295,956.32,110.16,shipped,1,1024.78
2023-06-06,1002,Beta GmbH,50296,626.58,109.58,shipped,2,581.71
2023-06-06,1002,Beta GmbH,50297,642.53,88.5,shipped,1,588.67
2023-06-06,1002,Beta GmbH,50298,0.0,0.0,cancelled,5,1395.37
2023-06-07,1003,Gamma GmbH,50299,1718.07,178.41,shipped,5,1773.46
2023-06-07,1003,Gamma GmbH,50300,0.0,0.0,cancelled,3,931.24
2023-06-07,1001,Alpha GmbH,50301,0.0,0.0,cancelled,2,950.29
2023-06-08,1002,Beta GmbH,50302,0.0,0.0,cancelled,5,610.17
2023-06-08,1002,Beta GmbH,50303,1366.95,202.72,shipped,3,1427.72
2023-06-08,1001,Alpha GmbH,50304,626.79,72.98,shipped,5,635.77
2023-06-09,1001,Alpha GmbH,50305,1901.21,313.49,shipped,1,1765.9
2023-06-09,1002,Beta GmbH,50306,1250.94,125.3,shipped,4,1235.49
2023-06-09,1003,Gamma GmbH,50307,1631.67,228.2,shipped,2,1580.52
2023-06-10,1002,Beta GmbH,50308,0.0,0.0,cancelled,5,1957.31
2023-06-10,1001,Alpha GmbH,50309,1625.6,322.36,shipped,5,1665.76
2023-06-10,1002,Beta GmbH,50310,1457.29,195.3,shipped,3,1357.14
2023-06-11,1002,Beta GmbH,50311,0.0,0.0,cancelled,5,1994.76
2023-06-11,1003,Gamma GmbH,50312,0.0,0.0,cancelled,5,585.49
2023-06-11,1003,Gamma GmbH,50313,0.0,0.0,cancelled,3,1951.29
2023-06-12,1002,Beta GmbH,50314,1172.79,178.88,shipped,1,1286.97
2023-06-12,1003,Gamma GmbH,50315,765.08,101.12,shipped,2,714.62
2023-06-13,1002,Beta GmbH,50316,0.0,0.0,cancelled,1,750.39
2023-06-14,1001,Alpha GmbH,50317,850.9,121.05,shipped,3,943.05
2023-06-15,1003,Gamma GmbH,50318,717.25,76.47,shipped,4,753.03
2023-06-15,1002,Beta GmbH,50319,2065.32,349.04,shipped,2,1943.76
2023-06-15,1002,Beta GmbH,50320,0.0,0.0,cancelled,4,828.23
2023-06-16,1002,Beta GmbH,50321,1098.08,111.77,shipped,4,1159.46
2023-06-16,1002,Beta GmbH,50322,1253.76,202.55,shipped,3,1246.52
2023-06-16,1002,Beta GmbH,50323,1438.08,234.23,shipped,5,1470.05
2023-06-17,1003,Gamma GmbH,50324,1134.01,188.69,shipped,5,1058.87
2023-06-17,1001,Alpha GmbH,50325,0.0,0.0,cancelled,4,944.5
2023-06-18,1003,Gamma GmbH,50326,0.0,0.0,cancelled,3,1929.45
2023-06-18,1001,Alpha GmbH,50327,0.0,0.0,cancelled,3,1688.16
2023-06-19,1001,Alpha GmbH,50328,550.84,95.03,shipped,2,532.68
2023-06-20,1002,Beta GmbH,50329,0.0,0.0,cancelled,2,1190.74
2023-06-20,1001,Alpha GmbH,50330,0.0,0.0,cancelled,1,876.32
2023-06-20,1002,Beta GmbH,50331,0.0,0.0,cancelled,3,1065.06
2023-06-21,1003,Gamma GmbH,50332,594.39,104.82,shipped,1,589.34
2023-06-22,1001,Alpha GmbH,50333,1666.57,321.94,shipped,3,1636.68
2023-06-23,1002,Beta GmbH,50334,1828.58,288.29,shipped,2,1998.02
2023-06-24,1003,Gamma GmbH,50335,1375.73,204.96,shipped,2,1516.94
2023-06-24,1003,Gamma GmbH,50336,0.0,0.0,cancelled,1,1049.34
